id, 600.0, 900.0, 1200.0, 1500.0, 1800.0, 2100.0, 2400.0, 2700.0, 3000.0, 3300.0, 3600.0, 3900.0, 4200.0, 4500.0, 4800.0, 5100.0, 5400.0, 5700.0, 6000.0, 6300.0, 6600.0, 6900.0, 7200.0, 7500.0, 7800.0, 8100.0, 8400.0, 8700.0, 9000.0, 9300.0, 9600.0, 9900.0, 10200.0, 10500.0, 10800.0, 11100.0, 11400.0, 11700.0, 12000.0, 12300.0, 12600.0, 12900.0, 13200.0, 13500.0, 13800.0, 14100.0, 14400.0, 14700.0, 15000.0, 15300.0, 15600.0, 15900.0, 16200.0, 16500.0, 16800.0, 17100.0, 17400.0, 17700.0, 18000.0, 18300.0, 18600.0, 18900.0, 19200.0, 19500.0, 19800.0, 20100.0, 20400.0, 20700.0, 21000.0, 21300.0, 21600.0, 21900.0, 22200.0, 22500.0, 22800.0, 23100.0, 23400.0, 23700.0, 24000.0, 24300.0, 24600.0, 24900.0, 25200.0, 25500.0, 25800.0, 26100.0, 26400.0, 26700.0, 27000.0, 27300.0, 27600.0, 27900.0, 28200.0, 28500.0, 28800.0, 29100.0, 29400.0, 29700.0, 30000.0, 30300.0, 30600.0, 30900.0, 31200.0, 31500.0, 31800.0, 32100.0, 32400.0, 32700.0, 33000.0, 33300.0, 33600.0, 33900.0, 34200.0, 34500.0, 34800.0, 35100.0, 35400.0, 35700.0, 36000.0, 36300.0, 36600.0, 36900.0, 37200.0, 37500.0, 37800.0, 38100.0, 38400.0, 38700.0, 39000.0, 39300.0, 39600.0, 39900.0, 40200.0, 40500.0, 40800.0, 41100.0, 41400.0, 41700.0, 42000.0, 42300.0, 42600.0, 42900.0, 43200.0, 43500.0, 43800.0, 44100.0, 44400.0, 44700.0, 45000.0, 45300.0, 45600.0, 45900.0, 46200.0, 46500.0, 46800.0, 47100.0, 47400.0, 47700.0, 48000.0, 48300.0, 48600.0, 48900.0, 49200.0, 49500.0, 49800.0, 50100.0, 50400.0, 50700.0, 51000.0, 51300.0, 51600.0, 51900.0, 52200.0, 52500.0, 52800.0, 53100.0, 53400.0, 53700.0, 54000.0, 54300.0, 54600.0, 54900.0, 55200.0, 55500.0, 55800.0, 56100.0, 56400.0, 56700.0, 57000.0, 57300.0, 57600.0, 57900.0, 58200.0, 58500.0, 58800.0, 59100.0, 59400.0, 59700.0, 60000.0, 60300.0, 60600.0, 60900.0, 61200.0, 61500.0, 61800.0, 62100.0, 62400.0, 62700.0, 63000.0, 63300.0, 63600.0, 63900.0, 64200.0, 64500.0, 64800.0, 65100.0, 65400.0, 65700.0, 66000.0, 66300.0, 66600.0, 66900.0, 67200.0, 67500.0, 67800.0, 68100.0, 68400.0, 68700.0, 69000.0, 69300.0, 69600.0, 69900.0, 70200.0, 70500.0, 70800.0, 71100.0, 71400.0, 71700.0, 72000.0, 72300.0, 72600.0, 72900.0, 73200.0, 73500.0, 73800.0, 74100.0, 74400.0, 74700.0, 75000.0, 75300.0, 75600.0, 75900.0, 76200.0, 76500.0, 76800.0, 77100.0, 77400.0, 77700.0, 78000.0, 78300.0, 78600.0, 78900.0, 79200.0, 79500.0, 79800.0, 80100.0, 80400.0, 80700.0, 81000.0, 81300.0, 81600.0, 81900.0, 82200.0, 82500.0, 82800.0, 83100.0, 83400.0, 83700.0, 84000.0, 84300.0, 84600.0, 84900.0, 85200.0, 85500.0, 85800.0, 86100.0, 86400.0
27,1.3379748576339354,1.0907379309337517,1.0107694121334052,1,1,1,1,13.890000000000002,0.9621429646083781,1.045077055058632,13.890000000000002,1.2389372006013262,13.890000000000002,1,0.9918209404033435,1.0462116743062464,1.0407661897399936,1,13.890000000000002,1,1.0192484594598878,0.9416028296893677,1.0531832520661046,1.1074224491353057,1.2450483831853245,1,0.8495455451213886,1,0.965476063457287,1,1,1,1.753628900814295,1,1,1.044568611713417,1,1,1.6493996824274975,1,1.6042114376665668,1.0697989517356623,13.890000000000002,1,0.9406589811469418,1.557667122189662,1,1.1128420206583218,0.9998789203496019,1,1.245629200131181,1,1,0.9535022664391225,13.890000000000002,1.156298798265069,1.8968826461253445,1,0.9866692390627823,1.1780265231526739,1.0911389735163133,1.2005491929137346,1.083805261340054,1,1,1.109996807860152,11.11,1.3756237101670772,1,1,0.9743947440768691,1.117921161704227,1,1.8404797705016154,1.2005900783547092,1.0378951277586135,1,1,1.0845451765770724,1.0741911085745044,3.068135130478576,1,0.9118680513143407,0.9119043300093141,1,1.5778174535293927,1,0.9638503208988256,1,1,1.0356018132649631,1,1.0695592765112962,1,2.04178380464142,1,1.1197387695401066,0.9682407449126618,1,1,1.1410587694556065,1,1,1,1,1,0.9235871593324827,1,1,1.2667010290099159,1,1,11.11,1,1.156867675409749,13.890000000000002,13.890000000000002,1,1.1662540728653432,4.2700041497864385,13.890000000000002,1.1789114286284261,1.0701167438133736,1.0600329783797162,1.2394823586144605,1.1529181437457512,2.2401533037316694,1.3528519316709458,1.4689883757084952,1,1,1,1.7678390744617891,1,1,1.1450909358014536,1,1,1,1,1,1,1,1,1.488091091834419,13.890000000000002,2.3400589108567273,11.11,13.890000000000002,1.3285624667111993,1,1,1,1,1.923779682767484,11.11,1.7421408314539575,1.0399983827238972,1.0367927052787975,1.158624758057307,0.8764291110503829,1.016746674162337,1,0.961674202089083,1.548108443869555,1.05769662763063,1,2.089424668117681,2.1092349869998843,13.890000000000002,0.9514363983947097,1.0963183242651064,1,1,1,1,11.11,1.1204953605925896,1.0783558683054986,1.3164251730441994,1,1.0568872662778475,13.890000000000002,1,1,0.8956657708074476,1,0.9106023815038498,1,1.4888360389211246,1.0076671218433761,1,1.578580582163244,1,1.0225077588021245,1,1.0609269981402842,1,13.890000000000002,1.0582289895107286,1.051722405556426,1.113391957013612,1,1,1.124502881285434,1.1349525595549808,2.2159968328315967,1,1.0671789945368348,1.155021420283856,1.0787122089706882,1,1,1,1,1.3892722395247064,1,1.1441570322693242,1,1.2765831906253025,1,1,1,1,1,1,1,1,1,1,1.0589457972227818,0.9172680363523428,11.11,1,1,0.9927264691882631,13.890000000000002,1,1,0.9559012934535076,1,1.177060190061748,1.0749885380991726,1,1.1500664937184735,13.890000000000002,1,1,1.1461464168628588,1,1.0434250362963926,1,1,1,10.445376097460096,1,1,1.129932380583678,0.9586027836472166,1.879735979013549,1,1.177505624306022,1,1.1464339507541828,1.2829444952398512,1,1,1,1.0218131821994074,1,1,1.1468918023377772,1.7858252913874815,1,1,1,1.1949141563002774,1.070719768817033,1.090553081964643,1.2592604094987903,1,1.3087939647354936,1,1.573490502642422,1,1.1821436562418166,1.368398217476603
33073953#0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0462116743062464,1.0407661897399936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,2.0983033200929238,1,1,1,1,1.156298798265069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9743947440768691,1,1,1,1,0.9828195500851635,1,1,1,1,3.068135130478576,1,0.9118680513143407,1,1,1,1,1,1,1,1.032149870836364,1,1.1466540856671954,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9235871593324827,1,1,1.2667010290099159,1,1,1,1,1,1,1.0337438861938033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9439924969926805,1,1,1,1,1,1,1,1,1,1,1,1.038423423542973,13.890000000000002,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,0.962383751802824,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0783558683054986,1,1,1,1,1,1,1,1,1,1,1.0532551270548711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1.1255670074187751,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9172680363523428,1,1,1,1,1,1,1,1,1,1.177060190061748,1,1,1,1,1,1,1.2075681923929984,1,1,1,1,1,10.445376097460096,1,1,1,0.8901850085153983,1,1,1.239492755660105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416812652,1.3379748576339354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2450483831853245,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8767560373846881,1,1,1,1,1,1,1.557667122189662,1,1,1,1,1,1,1,0.9547826619031234,1,1,1,1,1,1,1,1,1,1,1,1,11.11,1,1,1,1,1.117921161704227,1,1.8404797705016154,1,1,1,1,1,1,1,1,1,1,1,1.9042098463246093,1,0.9638503208988256,1,1,1,1,1,1,1,1,1,0.9682407449126618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.11,1,1,1,1,1,1.1420709539592235,1.7902315876453716,1,1.1789114286284261,1.3055207664758248,1.0600329783797162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.11,1,1,1,1,1,1,1,1,1,1,11.11,1,1,1,1,1,1,1,1,11.11,1,1,1,1,1,1,1.0963183242651064,1,1,1,1,11.11,1,1,1,1,1.0568872662778475,1,1,1,1,1,1,1,1.0064765999173075,1,1,1,1,1,1,1,1,1,1.0080271991324614,1,1,1,1,1.744478357006004,1,1,1,1,1,1,1,1,1,1,1,1,1.1433944220877044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.11,1,1,0.9927264691882631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0218131821994074,1,1,1.1990760962183558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8068383#5,1,1,1,1,1,1,1,13.890000000000002,1,1,13.890000000000002,1,1.1979004918118887,1,1,1,1,1,13.890000000000002,1,1,1,1.0531832520661046,1,1,1,0.8495455451213886,1,0.965476063457287,1,1,1,1.753628900814295,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1.0179492521883895,1,0.9866692390627823,1,1,1,1.083805261340054,1,1,1,1,1,1,1,1,1,1,1,1,1.0995098355073127,1,1,1.0845451765770724,1.0741911085745044,1,1,1,1,1,1.1750104959990852,1,1,1,1,1,1,1,1,2.04178380464142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1155909660423429,13.890000000000002,1,1,1.1914834921634871,13.890000000000002,13.890000000000002,1,1,1,1,1,13.890000000000002,1,1,1,1,1,13.890000000000002,1,1,1.1450909358014536,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,1.148394665793589,1.1977832472809284,1,1,1,0.9512297195118719,1,1,1,2.089424668117681,13.890000000000002,1,1,1,1,1,1,1,1,1.1204953605925896,1,1.3164251730441994,1,1,13.890000000000002,1,1,1,1,0.9106023815038498,1,13.890000000000002,0.8732905133866822,1,1,1,1,1,1.0609269981402842,1,13.890000000000002,1,1,1,1,1,1,1,1.204044445103245,1,1.3417345817164175,1,1,1,1,1,1,2.138999551872664,1,1.1641609408498963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0749885380991726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03841305963287,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,1.044386815612718,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1821436562418166,1
488576822#0,1,1,1.034633634665724,1,1,1,1,1,1,1,1,1.2389372006013262,1,1,0.9918209404033435,1,1,1,1,1,1,1,1,1.1074224491353057,1,1,1,1,1,1,1,1,1,1,1,1.2644145765062305,1,1,1,1,1,1.0697989517356623,1,1,1,1,1,1,1,1,1.0298505404379823,1,1,1,1,1,1.1298428591125,1,1,1,1,1,1,1,1,1.2065520728851267,1,1,1,1,1,1,1,1,1.2005900783547092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0390769226626042,1,1.002178240538651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2394823586144605,1,1,1,0.9963084941216722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.033457306048374,1,1,1,1,1,0.7918170919619448,1,1,1,1.2364711451788042,1,1,1,1,1,0.9514363983947097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.578580582163244,1,1.0225077588021245,1,1,1,1,1.1136931580513403,1.051722405556426,1,1,1,1,1.1349525595549808,1,1,1,1.155021420283856,1,1,1,1,1,1.0268899525139175,1,1,1,1.2765831906253025,1,1,1,1,1,1,1,1,1,1,1.0845947180315316,1,1,1,1,1,0.9725228341569905,1,1,1.1395198954102865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.129932380583678,1,1,1,1.1214231626926654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3108428932142928,1,1,1,1,1,1,1,1,1,1
33073954#1,1,1,1,1,1,1,1,1,1,1.045077055058632,1,1,1,1,1,1,1,1,1,1,1.0192484594598878,0.9416028296893677,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9797764684778963,1,1,1,1,1,1,1,1,1,1,1,1,0.9998789203496019,1,1.0407655658703825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3756237101670772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1197387695401066,1,1,1,1.1410587694556065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9066371320972261,1,1,1,1,1,1.0346372568481403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9293519867457947,1,0.9449606351441676,1,0.981287573635424,1.016746674162337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8956657708074476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9548324714119962,1,1,1,1,1,1,1,1,1,1,1.8821163714313975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0465709374483991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.368398217476603
416812488#0,1,1.0907379309337517,0.9661979574756038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9429708347063777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9522253004822689,1,1,1,1,1,1,1.0911389735163133,1,1,1,1,1.0277502938226362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9119043300093141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3528519316709458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2776530479337893,1,1,1,1,1,1,1,1,1,1,1.0399983827238972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.113391957013612,1,1,1,1,1,1,1,1,0.877989708241302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8232460502859315,1,1,1,1,1,1,1,1,1.0906705268079986,1,1.0434250362963926,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2829444952398512,1,1,1,1,1,1,1,0.9542566200093118,1,1,1,1,1.070719768817033,1.0141098528474768,1,1,1.3087939647354936,1,1.573490502642422,1,1,1
416812650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6042114376665668,1,1,1,0.9406589811469418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1529181437457512,1.218320914721045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0505503853326144,1,1.3285624667111993,1,1,1,1,1,1.270899490267495,1,1,1,1.1219455889714467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1909183631357707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3984114499059692,1,1,1,1,1.103063567935064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1500664937184735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.008079791284837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2592604094987903,1,1,1,1,1,1,1
416812478,1,1,1,1,1,1,1,1,0.9621429646083781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1128420206583218,1,1,1,1,1,1,1,1,1,1,1,1.1780265231526739,1,1.2005491929137346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2013162066637504,1,1,1,1,1.0947155973801541,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,13.890000000000002,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,0.9723505914012706,1,1.05769662763063,1,1,1.1412699993393944,1.0849668893725892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8858996914084186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.890000000000002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1464339507541828,1,1,1,1,1,1,1,1.2131646443471156,1.0462030061652918,1,1,1,1.015326607324518,1,1.1794603726789088,1,1,1,1,1,1,1,1
